name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
[K72c] 465,100.3039167,9.5971944,,YSO,B6/9,1972A&AS....7...35K,0.180439,2CXO J064112.9+093549,100.3038739,9.5972214,0.794,0.794,2,0.1146,HD 262013,100.3038967356,9.5971988968,0.0,0.0,90.0,48.0,06 41 12.93522,+09 35 49.9160,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,2.3,2.0,7.7e-06,6.7e-06,,,1.3346,0.0354,-2.296,-3.698,0.042,0.035,90,,,,9.15,9.21,,9.366,9.397,9.376,,,,,
NGC 2264 187,100.3039167,9.5971944,,HM-STAR,B8V,1965ApJ...142..974M,0.180439,2CXO J064112.9+093549,100.3038739,9.5972214,0.794,0.794,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 2264 189,100.3043333,9.4588611,,LM-STAR,F5,1977ApJ...213..427W,0.121502,2CXO J064113.0+092731,100.3043645,9.4588472,0.712,0.712,2,0.130114,[RRA2004] NGC 2264 MM VLA 8,100.3043625,9.4588111111,,,172.0,1.0,06 41 13.047,+09 27 31.72,D,2004AJ....127.1736R,Radio,Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
[K72c] 473,100.3043333,9.4588611,,LM-STAR,F0/2,1972A&AS....7...35K,0.121502,2CXO J064113.0+092731,100.3043645,9.4588472,0.712,0.712,2,0.130114,[RRA2004] NGC 2264 MM VLA 8,100.3043625,9.4588111111,,,172.0,1.0,06 41 13.047,+09 27 31.72,D,2004AJ....127.1736R,Radio,Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl* NGC 2264 RMS 3795,100.3202083,9.6057222,,YSO,M3.5,2002AJ....123.1528R,0.320531,2CXO J064116.8+093620,100.3201233,9.6057522,0.729,0.729,2,0.280043,Cl* NGC 2264    SBL    1038,100.3202020787,9.6057564416,0.001,0.0,90.0,18.0,06 41 16.84850,+09 36 20.7232,A,2020yCat.1350....0G,TTau*,*  |IR |TT*|X  |Y*O,21.54,1.477,7.19e-05,4.9e-06,M3V,,0.4622,0.295,1.64,-7.436,0.66,0.547,90,,,,19.14,17.63,16.57,13.529,12.858,12.62,20.655,18.318,16.933,15.64,14.915
NGC 2362 20,109.6711667,-25.0031667,,YSO,B1.5V,1973IAUS...50..192P,0.301648,2CXO J071841.0-250011,109.6710805,-25.0031364,0.868,0.868,2,0.240624,CD-24  5175,109.6711437452,-25.0031707831,0.0,0.0,90.0,24.0,07 18 41.07450,-25 00 11.4148,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,47.0,9.0,0.0001568,3e-05,B2V,,0.7932,0.0381,-2.798,3.072,0.028,0.041,90,,,,8.58,8.77,8.756,9.155,9.238,9.265,,,,,
CD-24 5175,109.6711667,-25.0031667,,YSO,B4,1932LicOB..16...53H,0.301648,2CXO J071841.0-250011,109.6710805,-25.0031364,0.868,0.868,2,0.240624,CD-24  5175,109.6711437452,-25.0031707831,0.0,0.0,90.0,24.0,07 18 41.07450,-25 00 11.4148,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,47.0,9.0,0.0001568,3e-05,B2V,,0.7932,0.0381,-2.798,3.072,0.028,0.041,90,,,,8.58,8.77,8.756,9.155,9.238,9.265,,,,,
NGC 2362 20,109.6711667,-25.0031667,,HM-STAR,B2V,1953ApJ...117..313J,0.301648,2CXO J071841.0-250011,109.6710805,-25.0031364,0.868,0.868,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 2362 26,109.6907083,-24.99325,,YSO,B5IV/V,1972A&A....19..482B,0.28811,2CXO J071845.7-245935,109.6906366,-24.9932033,0.719,0.719,2,0.229299,CPD-24  2223,109.6906980577,-24.9932341897,0.0,0.0,90.0,19.0,07 18 45.76753,-24 59 35.6431,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,27.6,,9.21e-05,,B5V,,0.7904,0.0274,-1.837,1.921,0.021,0.029,90,,,,10.36,10.38,10.38,10.489,10.499,10.474,,10.164,10.528,10.781,
NGC 2362 26,109.6907083,-24.99325,,HM-STAR,B5V,1953ApJ...117..313J,0.28811,2CXO J071845.7-245935,109.6906366,-24.9932033,0.719,0.719,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 59581,113.7881667,65.6736389,,LM-STAR,F6V,1991ApJS...76..813S,0.270437,2CXO J073509.1+654024,113.7881035,65.6735684,0.822,0.822,2,0.250799,HD  59581,113.7881744205,65.6736316449,0.0,0.0,90.0,23.0,07 35 09.16186,+65 40 25.0739,A,2020yCat.1350....0G,PM*,*  |IR |PM*|Rad|X,-1.46,11.24,-4.9e-06,3.75e-05,G0,,9.4839,0.0185,-51.727,-68.326,0.011,0.016,90,,,,8.84,8.36,,7.399,7.204,7.141,9.792,12.218,11.922,11.227,8.625
J0737-3039B,114.46353507916668,-30.66130953055556,0.00039,NS,,2005AJ....129.1993M,0.061336,2CXO J073751.2-303940,114.4635156,-30.6613064,0.712,0.7130946641225132,2,0.055499,PSR J0737-3039A,114.46353,-30.6612972222,0.005,0.02,0.0,248.0,07 37 51.24720,-30 39 40.6700,B,2019MNRAS.484.3691J,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0737-3039A,114.46353507916668,-30.66130953055556,0.00039,NS_BIN,"HE[cgm+07,gkj+13]",2005AJ....129.1993M,0.061336,2CXO J073751.2-303940,114.4635156,-30.6613064,0.712,0.7130946641225132,2,0.055499,PSR J0737-3039A,114.46353,-30.6612972222,0.005,0.02,0.0,248.0,07 37 51.24720,-30 39 40.6700,B,2019MNRAS.484.3691J,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPD-60 979,119.5335833,-60.7805556,,HM-STAR,B5,1931AnBos...3C...1W,0.277971,2CXO J075808.0-604649,119.5337011,-60.7805041,0.737,0.737,2,0.31658,CD-60  1964,119.5335528217,-60.7805540394,0.0,0.0,90.0,28.0,07 58 08.05268,-60 46 49.9945,A,2020yCat.1350....0G,Star,*  |IR |X,21.6,1.0,7.21e-05,3.3e-06,B8.5V,,2.441,0.0204,-3.994,12.74,0.028,0.023,90,,,,8.43,8.38,,8.213,8.202,8.227,,,,,
CPD-60 984,119.5605,-60.7257222,,LM-STAR,A2V,1976ApJ...205..807H,0.172959,2CXO J075814.4-604332,119.5604054,-60.7257093,0.752,0.752,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J080321.3+482051,120.83928,48.34781611,,LM-STAR,Fd_a,2020AJ....160..120J,0.464848,2CXO J080321.3+482051,120.8391068,48.3477575,0.868,0.868,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM Cnc,121.595833,15.458611,1.0,CV,AC,2003A&A...404..301R,0.518576,2CXO J080622.9+152731,121.5956854,15.4586339,0.71,2.122286502807762,2,0.197318,RX J0806.3+1527,121.5956333955,15.4586117221,0.002,0.001,90.0,133.0,08 06 22.95201,+15 27 31.0022,C,2020yCat.1350....0G,XB,*  |CV*|V* |X  |XB*|gam,,,,,,,,,,,,,32767,,,,20.7,20.0,,,,,20.334,20.74,21.221,21.539,21.679
2MASS J08185155+2123336,124.71479611,21.39268694,,LM-STAR,Md_d,2020AJ....160..120J,0.671922,2CXO J081851.5+212333,124.7146167,21.3926038,0.912,0.912,2,0.514906,2MASS J08185155+2123336,124.71475389,21.3926681461,0.0,0.0,90.0,1.0,08 18 51.54093,+21 23 33.6053,A,2020yCat.1350....0G,PM*,*  |IR |PM*,14.21,1.49,4.74e-05,5e-06,,,9.1274,0.018,-63.483,-22.268,0.018,0.012,90,,,,,,,11.26,10.606,10.417,,,,,
2CXO J081923.9+211732,124.85008889,21.29248611,,LM-STAR,GKd_b,2020AJ....160..120J,0.841669,2CXO J081923.9+211732,124.8499215,21.2923119,0.846,0.846,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V* EQ UMa,129.11348806,53.57775889,,LM-STAR,Fd_b,2020AJ....160..120J,0.135135,2CXO J083627.2+533440,129.1134391,53.5777827,0.735,0.735,2,0.115115,V* EQ UMa,129.1134511143,53.5777515294,0.0,0.0,90.0,7.0,08 36 27.22827,+53 34 39.9055,A,2020yCat.1350....0G,EB*,*  |EB*|EB?|IR |V*,-33.58,13.84,-0.000112,4.62e-05,,,1.0764,0.0842,14.31,-10.108,0.08,0.075,90,,,,,,,11.494,11.184,11.118,,,,,
SW UMa,129.178333,53.477222,1.0,CV,DN,2003A&A...404..301R,0.802848,2CXO J083642.7+532838,129.1779661,53.4772675,0.718,2.124976235161231,2,0.382663,V* SW UMa,129.1781220826,53.477215722,0.0,0.0,90.0,295.0,08 36 42.74930,+53 28 37.9766,A,2020yCat.1350....0G,CataclyV*,*  |CV*|CV?|IR |SB*|V* |X,32.975,2.998,0.00011,1e-05,,,6.2002,0.0602,-28.713,5.928,0.058,0.051,90,,,,,,,15.621,15.53,14.08,16.913,16.867,16.894,17.004,16.824
EI UMa,129.591667,48.633889,1.0,CV,NL,2003A&A...404..301R,1.093809,2CXO J083821.9+483803,129.5916261,48.6341916,0.743,2.1335531397178746,2,0.927335,V* EI UMa,129.5916467572,48.633934369,0.0,0.0,90.0,77.0,08 38 21.99522,+48 38 02.1637,A,2020yCat.1350....0G,CataclyV*,*  |CV*|IR |SB*|UV |V* |X  |blu,-42.0,,-0.0001401,,,,0.8742,0.026,-2.795,-2.911,0.025,0.023,90,,,,14.9,14.78,,13.866,13.589,13.534,15.052,14.971,16.057,14.798,14.616
V495 Hya,131.000417,2.655278,1.0,CV,DN,2003A&A...404..301R,0.294131,2CXO J084400.0+023919,131.0003955,2.6553568,2.435,3.15106727951023,2,0.087984,V* V495 Hya,131.0004136919,2.6553731424,0.0,0.0,90.0,9.0,08 44 00.09929,+02 39 19.3433,A,2020yCat.1350....0G,CataclyV*,*  |CV*|CV?|IR |V*,371.512,722.5,0.00124,0.00241,,,0.7276,0.169,-7.144,-6.21,0.188,0.122,90,,,,,,,16.051,15.529,15.2,18.214,18.335,17.942,17.571,17.306
DO 2601,131.588375,1.6322222,,LM-STAR,M8,1947AnDea...5....1L,0.356143,2CXO J084621.1+013755,131.588278,1.6322027,0.711,0.711,2,0.307715,V* EY Hya,131.5883576406,1.6322338245,0.0,0.0,90.0,40.0,08 46 21.20583,+01 37 56.0418,A,2020yCat.1350....0G,Mira,*  |IR |Mi*|V*,34.8,,0.0001161,,M7,,2.3416,0.0737,-10.65,-4.465,0.085,0.059,90,,,,10.73,9.37,,1.539,0.522,0.132,,,,,
BD+02 2062,131.588375,1.6322222,,LM-STAR,M5,1949TOYal..20.....B,0.356143,2CXO J084621.1+013755,131.588278,1.6322027,0.711,0.711,2,0.307715,V* EY Hya,131.5883576406,1.6322338245,0.0,0.0,90.0,40.0,08 46 21.20583,+01 37 56.0418,A,2020yCat.1350....0G,Mira,*  |IR |Mi*|V*,34.8,,0.0001161,,M7,,2.3416,0.0737,-10.65,-4.465,0.085,0.059,90,,,,10.73,9.37,,1.539,0.522,0.132,,,,,
NGC  2682   119,132.82924611,11.83492306,,LM-STAR,Fd_c,2020AJ....160..120J,0.153087,2CXO J085119.0+115005,132.8292088,11.8349012,0.793,0.793,2,0.147766,NGC  2682   119,132.8292363328,11.8349321617,0.0,0.0,90.0,71.0,08 51 19.01672,+11 50 05.7558,A,2020yCat.1350....0G,RSCVn,*  |** |EB*|IR |RS*|SB*|V* |X,-28.2,0.0,-9.41e-05,0.0,F9IV,,1.1486,0.0146,-10.925,-2.976,0.015,0.011,90,,,,13.13,12.547,12.177,11.428,11.155,11.106,,,,,
NGC 2682 119,132.82925,11.8349167,,LM-STAR,F8,1940ApJ....91..244E,0.155405,2CXO J085119.0+115005,132.8292088,11.8349012,0.793,0.793,2,0.147766,NGC  2682   119,132.8292363328,11.8349321617,0.0,0.0,90.0,71.0,08 51 19.01672,+11 50 05.7558,A,2020yCat.1350....0G,RSCVn,*  |** |EB*|IR |RS*|SB*|V* |X,-28.2,0.0,-9.41e-05,0.0,F9IV,,1.1486,0.0146,-10.925,-2.976,0.015,0.011,90,,,,13.13,12.547,12.177,11.428,11.155,11.106,,,,,
NGC 2682 136,132.840625,11.8771944,,LM-STAR,F9,1940ApJ....91..244E,0.090955,2CXO J085121.7+115237,132.8406485,11.8772049,0.737,0.737,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 2682 136,132.840625,11.8771944,,LM-STAR,F8V,1987ApJS...64..241S,0.090955,2CXO J085121.7+115237,132.8406485,11.8772049,0.737,0.737,2,0.072228,NGC  2682   136,132.8406397423,11.8771867593,0.0,0.0,90.0,71.0,08 51 21.75354,+11 52 37.8723,A,2020yCat.1350....0G,SB*,*  |IR |RB?|SB*|X,34.9,0.0,0.0001164,0.0,G3III-IV,,1.1214,0.0602,-11.074,-2.053,0.061,0.042,90,,,,11.92,11.235,,10.105,9.816,9.76,14.588,14.476,10.468,10.394,11.48
NGC  2682   136,132.84064611,11.87717194,,LM-STAR,GKd_b,2020AJ....160..120J,0.119082,2CXO J085121.7+115237,132.8406485,11.8772049,0.737,0.737,2,0.072228,NGC  2682   136,132.8406397423,11.8771867593,0.0,0.0,90.0,71.0,08 51 21.75354,+11 52 37.8723,A,2020yCat.1350....0G,SB*,*  |IR |RB?|SB*|X,34.9,0.0,0.0001164,0.0,G3III-IV,,1.1214,0.0602,-11.074,-2.053,0.061,0.042,90,,,,11.92,11.235,,10.105,9.816,9.76,14.588,14.476,10.468,10.394,11.48
EU Cnc,132.863333,11.7825,1.0,CV,NL,2003A&A...404..301R,0.164856,2CXO J085127.1+114656,132.8632887,11.7824853,0.79,2.150372060830404,2,0.097054,V* EU Cnc,132.8632649381,11.7824989283,0.001,0.0,90.0,37.0,08 51 27.18359,+11 46 56.9961,A,2020yCat.1350....0G,CataclyV*,*  |CV*|V* |X,,,,,,,2.4529,1.6475,-12.18,-3.81,1.417,1.071,90,,,,21.93,21.75,,18.538,17.851,17.536,22.48,22.23,21.76,20.59,19.8
AH Cnc,132.9077083,11.8491944,,LM-STAR,F5/7,1965VeBam..27...52M,0.098785,2CXO J085137.8+115057,132.9077338,11.8491829,0.774,0.774,2,0.132956,Cl* NGC 2682   SAND    1282,132.9076973193,11.8491923475,0.0,0.0,90.0,152.0,08 51 37.84736,+11 50 57.0925,A,2020yCat.1350....0G,EB*,*  |** |EB*|EB?|IR |SB*|V* |X,95.0,2.0,0.0003169,6.7e-06,F7V,,1.1353,0.0163,-10.754,-2.839,0.017,0.012,90,,,,13.89,13.333,,12.389,12.147,12.085,15.193,14.346,13.496,14.405,13.501
T Pyx,136.172917,-32.379722,1.0,CV,Nr,2003A&A...404..301R,0.691235,2CXO J090441.4-322247,136.1728841,-32.379912,0.713,2.1232920194829537,2,0.252589,V* T Pyx,136.1729422966,-32.3798619258,0.0,0.0,90.0,405.0,09 04 41.50615,-32 22 47.5029,A,2020yCat.1350....0G,CataclyV*,*  |CV*|IR |V* |blu,,,,,,,0.3467,0.0287,-2.486,0.152,0.021,0.028,90,,,,,,,15.149,14.962,14.684,,,,,
YZ LMi,141.66125,36.400556,1.0,CV,AC,2003A&A...404..301R,0.52964,2CXO J092638.7+362402,141.6612918,36.4006992,0.722,2.1263311125034123,2,0.191043,V* YZ LMi,141.6613543599,36.4006824471,0.0,0.0,90.0,54.0,09 26 38.72505,+36 24 02.4568,A,2020yCat.1350....0G,CataclyV*,*  |CV*|CV?|V* |WD*|WD?|X,,,,,DB,,1.2272,0.2078,-31.06,-3.672,0.203,0.111,90,,,,,,,,,,18.731,18.973,19.197,19.391,19.416
BW Ant,142.334167,-31.384167,1.0,LMXB,XT,2003A&A...404..301R,0.41032,2CXO J092920.1-312303,142.3341014,-31.3842663,0.747,2.13494941392062,2,0.17447,V* BW Ant,142.334125,-31.3842222222,,,172.0,181.0,09 29 20.19,-31 23 03.2,D,2007A&A...469..807L,LMXB,LXB|N* |V* |X  |XB*|gam,,,,,,,,,,,,,,,,,18.5,18.63,,,,,,,,,
FIRST J102347+003841,155.9486686,0.6447461,,CV,DQ/AM,2005JAD....11....2D,0.133179,2CXO J102347.6+003840,155.948682,0.6447116,0.71,0.71,2,0.044772,PSR J1023+0038,155.9486840936,0.6447238593,0.0,0.0,90.0,345.0,10 23 47.68418,+00 38 41.0059,A,2020yCat.1350....0G,LMXB,*  |EB*|IR |LXB|N* |Psr|Rad|UV |V* |X  |gam,92.921,587.593,0.00031,0.00196,GV,,0.6862,0.0706,4.61,-17.281,0.071,0.077,90,,,,,17.31,,16.296,15.693,,19.602,18.001,17.429,17.261,17.198
AY Sex,155.94875,0.644722,1.0,LMXB,XT,2003A&A...404..301R,0.247444,2CXO J102347.6+003840,155.948682,0.6447116,0.71,2.122286502807762,2,0.044772,PSR J1023+0038,155.9486840936,0.6447238593,0.0,0.0,90.0,345.0,10 23 47.68418,+00 38 41.0059,A,2020yCat.1350....0G,LMXB,*  |EB*|IR |LXB|N* |Psr|Rad|UV |V* |X  |gam,92.921,587.593,0.00031,0.00196,GV,,0.6862,0.0706,4.61,-17.281,0.071,0.077,90,,,,,17.31,,16.296,15.693,,19.602,18.001,17.429,17.261,17.198
J1023+0038,155.94869666666665,0.6446793055555555,0.0005,NS_BIN,"HE[jah+16,aps+17]",2005AJ....129.1993M,0.127735,2CXO J102347.6+003840,155.948682,0.6447116,0.71,0.7114070564732965,2,0.044772,PSR J1023+0038,155.9486840936,0.6447238593,0.0,0.0,90.0,345.0,10 23 47.68418,+00 38 41.0059,A,2020yCat.1350....0G,LMXB,*  |EB*|IR |LXB|N* |Psr|Rad|UV |V* |X  |gam,92.921,587.593,0.00031,0.00196,GV,,0.6862,0.0706,4.61,-17.281,0.071,0.077,90,,,,,17.31,,16.296,15.693,,19.602,18.001,17.429,17.261,17.198
AG+05 1548,159.8534167,5.2280278,,LM-STAR,F2,1958PMcCO..13b....V,0.876241,2CXO J103924.7+051341,159.8531807,5.2280909,0.996,0.996,2,0.785985,BD+05  2370,159.8533959389,5.2280493728,0.0,0.0,90.0,1.0,10 39 24.81503,+05 13 40.9777,A,2020yCat.1350....0G,Star,*  |IR,11.33,0.62,3.78e-05,2.1e-06,F2,,2.961,0.0247,-41.655,3.855,0.024,0.021,90,,,,11.19,10.81,,9.752,9.559,9.466,,,,,
Cl* Trumpler 14 MJ 128,160.9533333,-59.5597778,,HM-STAR,B2V,1993AJ....105..980M,0.283786,2CXO J104348.7-593335,160.9532974,-59.5598545,0.827,0.827,2,0.256621,Cl Trumpler   14    22,160.9533425812,-59.5597869916,0.0,0.0,90.0,23.0,10 43 48.80222,-59 33 35.2332,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,B2V,,0.3988,0.0109,-6.43,2.349,0.012,0.012,90,,,,12.552,12.228,12.21,11.203,10.973,10.852,,,,,
Cl Trumpler 14 4,160.98,-59.5541111,,HM-STAR,B0V,arXiv:2110.01464,0.093419,2CXO J104355.1-593314,160.9799548,-59.5540989,0.742,0.742,2,0.117153,Cl Trumpler   14     4,160.9800059796,-59.5541185582,0.0,0.0,90.0,32.0,10 43 55.20144,-59 33 14.8268,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,B0V,,0.3647,0.0127,-6.704,2.126,0.015,0.014,90,,,,11.321,11.039,,10.067,9.896,9.805,,,,,
Cl Trumpler 14 9,160.980875,-59.5470278,,HM-STAR,O8V,1988PASP..100.1431M,0.607314,2CXO J104355.3-593248,160.9806129,-59.5469238,0.718,0.718,2,0.110922,Cl Trumpler   14     9,160.9806649672,-59.5469078951,0.0,0.0,90.0,12.0,10 43 55.35959,-59 32 48.8684,A,2020yCat.1350....0G,Star,*  |IR,-1.0,2.0,-3.3e-06,6.7e-06,O8.5V,,0.4359,0.0134,-6.486,2.156,0.015,0.014,90,,,,10.102,9.902,9.31,8.97,8.77,8.379,,,,,
Cl Trumpler 14 19,160.9935417,-59.5504444,,HM-STAR,B3/5V,2016AJ....152..190A,0.100111,2CXO J104358.4-593301,160.993492,-59.5504561,0.723,0.723,2,0.082235,Cl Trumpler   14    19,160.9935369093,-59.5504580567,0.0,0.0,90.0,18.0,10 43 58.44886,-59 33 01.6490,A,2020yCat.1350....0G,SB*,*  |IR |SB*|X,,,,,B1V,,0.3671,0.0168,-6.443,2.09,0.021,0.025,90,,,,12.02,11.692,,10.64,10.273,10.153,,,,,
Cl* Trumpler 14 MJ 218,161.0212083,-59.5615,,YSO,B1.5V,1993AJ....105..980M,0.075223,2CXO J104405.0-593341,161.0211947,-59.5615197,0.723,0.723,2,0.172564,Cl Trumpler   14    29,161.0211368794,-59.5614817572,0.003,0.003,90.0,25.0,10 44 05.07285,-59 33 41.3343,C,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,-10.9,,-3.64e-05,,B1.5V,,,,-7.0,5.2,3.0,3.7,90,0.337,0.337,0,12.25,11.71,11.8,10.11,9.74,9.648,,11.97,11.52,11.31,
Cl Trumpler 14 29,161.0212083,-59.5615,,HM-STAR,B2V,2015MNRAS.446.1047S,0.075223,2CXO J104405.0-593341,161.0211947,-59.5615197,0.723,0.723,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl Trumpler 14 29,161.0212083,-59.5615,,YSO,B1/2V,2016AJ....152..190A,0.075223,2CXO J104405.0-593341,161.0211947,-59.5615197,0.723,0.723,2,0.172564,Cl Trumpler   14    29,161.0211368794,-59.5614817572,0.003,0.003,90.0,25.0,10 44 05.07285,-59 33 41.3343,C,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,-10.9,,-3.64e-05,,B1.5V,,,,-7.0,5.2,3.0,3.7,90,0.337,0.337,0,12.25,11.71,11.8,10.11,9.74,9.648,,11.97,11.52,11.31,
Cl* Trumpler 16 MJ 224,161.02425,-59.5865833,,HM-STAR,B1V,1993AJ....105..980M,0.123088,2CXO J104405.8-593511,161.0243008,-59.5866058,0.727,0.727,2,0.127837,Cl Trumpler   16   124,161.024246762,-59.5865831588,0.0,0.0,90.0,26.0,10 44 05.81922,-59 35 11.6994,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,B1V,,0.4416,0.021,-6.596,2.036,0.022,0.022,90,,,,11.349,11.092,,15.459,14.398,13.712,,,,,
CPD-59  2571,161.09375,-59.6570833,,YSO,II,2011ApJS..194...14P,0.047042,2CXO J104422.5-593925,161.0937752,-59.6570804,0.808,0.808,2,0.06394,CPD-59  2571,161.0938065885,-59.6570884016,0.0,0.0,90.0,25.0,10 44 22.51358,-59 39 25.5182,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,-50.3,,-0.0001678,,B3V,,0.3978,0.0149,-6.48,2.234,0.017,0.016,90,,,,11.34,11.196,,10.664,10.548,10.512,,,,,
Cl Trumpler 16 11,161.0937917,-59.6570833,,YSO,B1.5/3V,2016AJ....152..190A,0.031711,2CXO J104422.5-593925,161.0937752,-59.6570804,0.808,0.808,2,0.06394,CPD-59  2571,161.0938065885,-59.6570884016,0.0,0.0,90.0,25.0,10 44 22.51358,-59 39 25.5182,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,-50.3,,-0.0001678,,B3V,,0.3978,0.0149,-6.48,2.234,0.017,0.016,90,,,,11.34,11.196,,10.664,10.548,10.512,,,,,
HD 305523,161.1228333,-59.9550278,,HM-STAR,O9II-III,2014ApJS..211...10S,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLNS 2610,161.1228333,-59.9550278,,HM-STAR,O9/B0,1976A&AS...23..283L,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,0.298911,HD 305523,161.1228214266,-59.9550262541,0.0,0.0,90.0,65.0,10 44 29.47714,-59 57 18.0945,A,2020yCat.1350....0G,Star,*  |IR |V* |X,,,,,O9II-III,,0.4099,0.0214,-5.804,2.165,0.025,0.023,90,,,,8.64,8.5,9.25,7.781,7.686,7.63,,8.59,8.47,8.48,
HD 305523,161.1228333,-59.9550278,,HM-STAR,O9II,1973AJ.....78.1067W,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,0.298911,HD 305523,161.1228214266,-59.9550262541,0.0,0.0,90.0,65.0,10 44 29.47714,-59 57 18.0945,A,2020yCat.1350....0G,Star,*  |IR |V* |X,,,,,O9II-III,,0.4099,0.0214,-5.804,2.165,0.025,0.023,90,,,,8.64,8.5,9.25,7.781,7.686,7.63,,8.59,8.47,8.48,
CD-59 3291,161.1228333,-59.9550278,,HM-STAR,O9.5III,1955ApJS....2...41M,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD-59 3291,161.1228333,-59.9550278,,HM-STAR,OB,1953BOTT....1h..19M,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,0.298911,HD 305523,161.1228214266,-59.9550262541,0.0,0.0,90.0,65.0,10 44 29.47714,-59 57 18.0945,A,2020yCat.1350....0G,Star,*  |IR |V* |X,,,,,O9II-III,,0.4099,0.0214,-5.804,2.165,0.025,0.023,90,,,,8.64,8.5,9.25,7.781,7.686,7.63,,8.59,8.47,8.48,
HD 305523,161.1228333,-59.9550278,,HM-STAR,O9I/V,2016AJ....152..190A,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 1845,161.1228333,-59.9550278,,HM-STAR,OB,1971PW&SO...1a...1S,0.321141,2CXO J104429.4-595718,161.1226605,-59.9550062,0.843,0.843,2,0.298911,HD 305523,161.1228214266,-59.9550262541,0.0,0.0,90.0,65.0,10 44 29.47714,-59 57 18.0945,A,2020yCat.1350....0G,Star,*  |IR |V* |X,,,,,O9II-III,,0.4099,0.0214,-5.804,2.165,0.025,0.023,90,,,,8.64,8.5,9.25,7.781,7.686,7.63,,8.59,8.47,8.48,
V382 Vel,161.201667,-52.425278,1.0,CV,Na,2003A&A...404..301R,0.084673,2CXO J104448.3-522531,161.2016639,-52.4253014,0.718,2.124976235161231,2,0.084866,V* V382 Vel,161.2016563424,-52.425324519,0.0,0.0,90.0,178.0,10 44 48.39752,-52 25 31.1683,A,2020yCat.1350....0G,Nova,*,,,,,,,0.6439,0.0393,-11.74,2.66,0.035,0.035,90,,,,15.945,15.737,16.173,10.991,11.075,10.368,,15.828,15.651,15.659,
Cl Trumpler 16 26,161.2495833,-59.7207778,,HM-STAR,B1.5V,1993AJ....105..980M,0.188061,2CXO J104459.9-594314,161.2496755,-59.7208016,0.783,0.783,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
