name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J053513.6-052846,,83.806875,-5.4795,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.29307,83.8069463,-5.4795399,0.715,0.712,17.75,0.715,,,4,,209.090149393851,-19.435022517423,
2CXO J053513.6-053057,,83.8067083,-5.5159444,,YSO,D;*|Em*|IR|NIR|Or*|Rad|TT?|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.36911,83.8067141,-5.5160468,0.714,0.712,82.29,0.714,,,4,,209.1245764730797,-19.45172320817891,
2CXO J053513.7-052135,,83.8071667,-5.3599722,,YSO,D;*|IR|NIR|Rad|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.250264,83.8071493,-5.3599049,0.71,0.71,3.77,0.71,,,4,,208.9771133184673,-19.38074324474533,
2CXO J053513.7-053910,,83.8072917,-5.65275,,YSO,D;*|Em*|IR|NIR|Or*|TT*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.504279,83.8073938,-5.6528464,0.712,0.711,58.01,0.712,,,4,,209.25438376109577,-19.512869927744667,
2CXO J053513.8-052426,,83.8076667,-5.40725,,YSO,P;*|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.49005,83.8078015,-5.4072273,0.712,0.711,40.07,0.712,,,4,,209.0221661101798,-19.401571728582187,
2CXO J053513.8-052736,,83.8075417,-5.4602778,,YSO,D;*|Em*|IR|NIR|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.213647,83.8075937,-5.4602489,0.845,0.814,20.74,0.845,,,4,,209.07221062095377,-19.425728978079626,
2CXO J053513.9-052700,,83.808,-5.4501944,,YSO,D;IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.39021,83.8081056,-5.4502209,0.713,0.712,25.35,0.713,,,4,,209.0629700409626,-19.420741511022825,
2CXO J053514.0-051951,,83.8085417,-5.3310833,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.182559,83.8085137,-5.331041,0.71,0.71,92.26,0.71,,,4,,208.95048120107415,-19.366469131317437,
2CXO J053514.0-052520,,83.8085417,-5.4223889,,YSO,D;*|IR|Ir*|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.236541,83.8085545,-5.4223244,0.712,0.711,13.13,0.712,,,4,,209.03680164827725,-19.40773038920052,
2CXO J053514.1-051427,,83.8090833,-5.2409167,,YSO,D;*|IR|NIR|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.278545,83.8091437,-5.2408681,0.788,0.768,158.5,0.788,,,4,,208.8655742722824,-19.325074857932112,
2CXO J053514.2-052003,,83.8092083,-5.3345833,,YSO,D;*|**|IR|Ir*|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.504142,83.809201,-5.3344434,0.712,0.71,91.97,0.712,,,4,,208.95402542092648,-19.367398924631104,
2CXO J053514.2-052843,,83.809125,-5.4786667,,YSO,D;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.390322,83.8092165,-5.4787255,0.799,0.774,38.68,0.799,,,4,,209.09046193972665,-19.432638571781933,
2CXO J053514.2-054317,,83.8093333,-5.7215556,,YSO,D;*|Em*|IR|NIR|Or*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.467138,83.8092123,-5.7216039,0.714,0.713,126.2,0.714,,,4,,209.32036663266769,-19.54225652598597,
2CXO J053514.3-052322,[FKP2021] 91,83.8099583,-5.3897222,,LM-STAR,M6;*|IR|Rad|X,2021ApJ...908...49F;SIMBAD,0.181006,83.8099843,-5.3896791,0.712,0.711,79.06,0.712,,,4,,209.00661580111168,-19.3916965004568,
2CXO J053514.3-052333,,83.8099167,-5.3926944,,YSO,D;*|HII|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.29356,83.8099622,-5.3926266,0.71,0.71,0.0,0.71,,,4,,209.00939207392983,-19.39304938779402,
2CXO J053514.4-051725,G9408153375707,83.810231,-5.29041,,LM-STAR,dM3;*|BY*|Em*|IR|V*|X|Y*O,LAMOST-DR8-M;SIMBAD,0.494777,83.810193,-5.2902779,0.711,0.711,98.43,0.711,,,4,,208.91275968100203,-19.34652349854831,
2CXO J053514.4-051824,,83.8100417,-5.3068889,,YSO,D;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.519467,83.8101541,-5.3067978,0.715,0.715,0.0,0.715,,,4,,208.9283524006684,-19.354038066526662,
2CXO J053514.4-691703,,83.81011194,-69.28414889,,LM-STAR,GKd_a|Binary;*|IR|PM*,2020AJ....160..120J;SIMBAD,0.082153,83.810131,-69.2841707,0.755,0.727,8.869,0.755,,,4,|LMC,279.72334735749087,-31.95506207731256,
2CXO J053514.6-052042,,83.811,-5.3451389,,YSO,D;*|IR|NIR|Rad|V*|X|Y*?|Y*O|mm,2012AJ....144..192M;SIMBAD,0.32186,83.8110307,-5.3450549,0.71,0.71,0.0,0.71,,,4,,208.96492955957325,-19.370577066729528,
2CXO J053514.6-053911,,83.8110833,-5.6530278,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.390355,83.8111838,-5.6530698,0.714,0.712,48.03,0.714,,,4,,209.25640011137472,-19.50960458021008,
2CXO J053514.7-052028,,83.811375,-5.3413889,,YSO,D;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.389858,83.8114565,-5.3413172,0.712,0.712,144.6,0.712,,,4,,208.9615999537537,-19.368507446119096,
2CXO J053514.7-053416,,83.811375,-5.5713056,,YSO,D;*|Em*|IR|Ir*|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.546052,83.811522,-5.5713457,0.744,0.732,77.82,0.744,,,4,,209.179197508427,-19.47242603580355,
2CXO J053514.8-052315,[FKP2021] 100,83.8117917,-5.38775,,LM-STAR,M4.5;*|IR|Rad|X,2021ApJ...908...49F;SIMBAD,0.140478,83.8117818,-5.3877122,0.711,0.711,9.321,0.711,,,4,,209.0056143366007,-19.389210776266932,
2CXO J053514.8-053805,,83.8119167,-5.6347778,,YSO,D;*|Em*|IR|NIR|Or*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.627087,83.8120493,-5.6348915,0.749,0.731,55.96,0.749,,,4,,209.2396008719404,-19.50063573531881,
2CXO J053514.9-053639,,83.8120833,-5.6108611,,YSO,D;*|Em*|G|IR|NIR|Or*|TT*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.23788,83.8121478,-5.6108767,0.784,0.743,36.6,0.784,,,4,,209.21691302990843,-19.48971280005689,
2CXO J053515.0-052354,[FKP2021] 108,83.812625,-5.3984444,,LM-STAR,M6.5;*|IR|Rad|X,2021ApJ...908...49F;SIMBAD,0.199035,83.8126617,-5.3984029,0.716,0.714,23.42,0.716,,,4,,209.01614232262432,-19.39326518941815,
2CXO J053515.2-052737,,83.8133333,-5.4604167,,YSO,P;*|IR|Ir*|NIR|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.462768,83.8134465,-5.4604786,0.896,0.834,31.42,0.896,,,4,,209.0752202529508,-19.420635685324918,
2CXO J053515.3-052113,,83.8140833,-5.3538889,,YSO,D;*|FIR|IR|Ir*|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.327241,83.8141333,-5.3538128,0.71,0.71,0.0,0.71,,,4,,208.97468983571216,-19.371785676799995,
2CXO J053515.3-052215,,83.8139167,-5.3709167,,YSO,D;*|IR|NIR|Rad|Ro*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.105319,83.8138912,-5.3709312,0.71,0.71,90.04,0.71,,,4,,208.99075654631216,-19.379746261633034,
2CXO J053515.4-051934,,83.814125,-5.3262222,,YSO,P;NIR|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.31748,83.8142095,-5.3261958,0.755,0.736,110.2,0.755,,,4,,208.9486226617339,-19.35921903918012,
2CXO J053515.4-052345,,83.814375,-5.3958611,,YSO,D;*|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.257564,83.8143236,-5.3959111,0.71,0.71,0.0,0.71,,,4,,209.01457967968653,-19.390662519903533,
2CXO J053515.4-052747,,83.8140417,-5.4630556,,YSO,D;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.550459,83.8141798,-5.4631226,0.729,0.719,8.2,0.729,,,4,,209.07807090029485,-19.421179590409363,
2CXO J053515.6-051746,,83.8151667,-5.2963889,,YSO,D;*|IR|NIR|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.391186,83.815272,-5.2963604,0.711,0.71,89.92,0.711,,,4,,208.9209344693228,-19.3447685723538,
2CXO J053515.6-052256,,83.8150417,-5.3823056,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.634173,83.8152114,-5.3823553,0.71,0.71,0.0,0.71,,,4,,209.0021871347696,-19.38374237558628,
2CXO J053515.6-052402,,83.8150417,-5.4008611,,YSO,D;*|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.20875,83.8150527,-5.4008041,0.71,0.71,47.03,0.71,,,4,,209.01955407949276,-19.39222823556001,
2CXO J053515.6-052533,,83.8153333,-5.4258889,,YSO,D;HH,2012AJ....144..192M;SIMBAD,0.191218,83.8152986,-5.4258485,0.719,0.713,6.767,0.719,,,4,,209.04335292671783,-19.40333557019885,
2CXO J053515.7-045054,,83.8157083,-4.8483889,,YSO,D;*|Em*|G|IR|NIR|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.411513,83.8155939,-4.8483978,0.848,0.802,151.0,0.848,,,4,,208.49830433473304,-19.141161411974803,
2CXO J053515.7-052338,[FKP2021] 130,83.8156667,-5.3939722,,LM-STAR,M2;*|IR|Ir*|NIR|Rad|X,2021ApJ...908...49F;SIMBAD,0.125997,83.8156509,-5.393941,0.71,0.71,0.0,0.71,,,4,,209.01335061667857,-19.388592895684283,
2CXO J053515.7-052411,[FKP2021] 131,83.8156667,-5.4031667,,LM-STAR,M6.5;*|IR|Ir*|Rad|X,2021ApJ...908...49F;SIMBAD,0.102839,83.815671,-5.4031385,0.731,0.725,60.14,0.731,,,4,,209.02205644674208,-19.392735038072548,
2CXO J053515.8-052852,,83.8162083,-5.4813056,,YSO,D;*|Em*|G|NIR|Or*|Rad|TT?|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.1858,83.8162192,-5.4813561,0.714,0.712,75.38,0.714,,,4,,209.09629062720032,-19.42760900126233,
2CXO J053515.8-053005,,83.8159583,-5.5015278,,YSO,D;*|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.376868,83.816023,-5.5016103,0.85,0.728,3.967,0.85,,,4,,209.115357252598,-19.436934893759087,
2CXO J053515.9-051458,,83.8163333,-5.2496944,,YSO,D;*|Em*|G|IR|Or*|Rad|TT*|TT?|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.564408,83.816432,-5.2495722,0.712,0.712,0.0,0.712,,,4,,208.87728151937537,-19.32254799833777,
2CXO J053515.9-051657,,83.8165,-5.2826389,,YSO,D;*|Em*|IR|NIR|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.478168,83.8165042,-5.2825061,0.757,0.742,86.78,0.757,,,4,,208.9084320080477,-19.337401013020205,
2CXO J053515.9-052152,[HC2000] 565,83.8167083,-5.36475,,LM-STAR,M8;X,2004ApJ...610.1045S;SIMBAD,0.333792,83.8166401,-5.3646868,0.726,0.724,12.35,0.726,,,4,,208.98616609212465,-19.374480310947227,
2CXO J053516.0-052036,,83.8169167,-5.3434167,,YSO,D;*|**|Em*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.258136,83.8169231,-5.3433453,0.71,0.71,174.4,0.71,,,4,,208.9661279590473,-19.364571760750863,
2CXO J053516.1-052255,[FKP2021] 148,83.81725,-5.382,,LM-STAR,M6.5;*|IR|Rad|X,2021ApJ...908...49F;SIMBAD,0.078554,83.817229,-5.3819938,0.714,0.714,0.0,0.714,,,4,,209.00280865304387,-19.381787423242493,
2CXO J053516.1-052456,,83.8174167,-5.4156389,,YSO,D;*|**|IR|Ir*|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.266165,83.8174855,-5.4156111,0.71,0.71,1.586,0.71,,,4,,209.0347160315504,-19.396764532199008,
2CXO J053516.2-051743,,83.81775,-5.2955278,,YSO,D;*|IR|Ir*|NIR|X|Y*O,2012AJ....144..192M;SIMBAD,0.465294,83.8178798,-5.2955298,0.788,0.76,105.2,0.788,,,4,,208.9213956889724,-19.34207725379728,
2CXO J053516.2-052108,,83.81775,-5.3525556,,YSO,D;*|IR|NIR|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.298478,83.8177871,-5.3524814,0.71,0.71,0.0,0.71,,,4,,208.9751762817613,-19.36793910919763,
2CXO J053516.2-052833,,83.8177083,-5.4759722,,YSO,D;*|IR|Ir*|NIR|X|Y*O,2012AJ....144..192M;SIMBAD,0.212321,83.8177082,-5.4760312,0.72,0.715,14.29,0.72,,,4,,209.09196396305484,-19.42388044647852,
2CXO J053516.3-051537,,83.8179583,-5.2605556,,YSO,D;*|Em*|IR|NIR|Or*|Rad|TT?|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.540167,83.8179859,-5.2604081,0.712,0.712,0.0,0.712,,,4,,208.88826142108823,-19.326077095151007,
2CXO J053516.3-052932,,83.818,-5.4923889,,YSO,P;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.436037,83.8180733,-5.4924856,0.991,0.865,7.978,0.991,,,4,,209.1077029815164,-19.430991555060743,
2CXO J053516.6-051723,,83.819125,-5.2897778,,YSO,D;*|IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.355643,83.8192107,-5.289728,0.72,0.715,99.05,0.72,,,4,,208.9165493524289,-19.33826856324709,
2CXO J053516.6-051935,,83.819125,-5.3265833,,YSO,D;*|Em*|IR|Ir*|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.319799,83.8191683,-5.3265056,0.716,0.712,93.04,0.716,,,4,,208.9512842581128,-19.35495665024192,
2CXO J053516.7-044544,,83.8197083,-4.76225,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.699803,83.8196803,-4.7624424,0.714,0.713,11.98,0.714,,,4,,208.41926219669816,-19.09841173842469,
2CXO J053516.7-052404,,83.8197917,-5.4012222,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.535484,83.8199115,-5.4011333,0.712,0.712,0.0,0.712,,,4,,209.02218468464008,-19.388062923407272,
2CXO J053516.8-053055,,83.8200833,-5.5155556,,YSO,D;IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.225587,83.8201462,-5.5155543,0.874,0.874,0.0,0.874,,,4,,209.13051535791865,-19.439572668202374,
2CXO J053516.9-052300,,83.82075,-5.3836111,,YSO,D;*|Em*|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.260339,83.820715,-5.3835478,0.711,0.711,173.0,0.711,,,4,,209.00594212108348,-19.379395193186998,
2CXO J053516.9-052708,,83.8204167,-5.4524444,,YSO,D;*|IR|Ir*|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.31514,83.8204993,-5.4524144,0.728,0.72,22.46,0.728,,,4,,209.0709579994822,-19.41072789950335,
2CXO J053516.9-054555,,83.8205833,-5.7654722,,YSO,D;*|Em*|G|IR|NIR|TT*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.119952,83.8206069,-5.7654958,0.795,0.751,116.2,0.795,,,4,,209.36736749283463,-19.55191310517527,
2CXO J053517.0-052333,,83.8210833,-5.3927778,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.266516,83.8211574,-5.3927717,0.712,0.712,0.0,0.712,,,4,,209.0148737896505,-19.3831747332298,
2CXO J053517.0-052858,,83.8210833,-5.4828611,,YSO,D;*|Ir*|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.151253,83.8210925,-5.4828201,0.727,0.715,7.851,0.727,,,4,,209.0999998771326,-19.42394308616322,
2CXO J053517.1-051813,,83.8212083,-5.3038611,,YSO,P;*|IR|NIR|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.711528,83.8213327,-5.3037071,0.737,0.721,103.6,0.737,,,4,,208.93077275473397,-19.34271419255963,
2CXO J053517.1-052645,,83.8214583,-5.4460833,,YSO,D;*|IR|NIR|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.395444,83.8214894,-5.4459779,0.72,0.719,18.7,0.72,,,4,,209.06534312472863,-19.4069391525218,
2CXO J053517.1-054153,,83.8215,-5.6983056,,YSO,D;*|Em*|IR|NIR|Or*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.052312,83.8214985,-5.6982911,0.814,0.765,92.78,0.814,,,4,,209.30413328430217,-19.520835127145197,
2CXO J053517.2-052027,,83.82175,-5.3410556,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.32534,83.8217522,-5.3409653,0.716,0.714,94.41,0.716,,,4,,208.96618485855893,-19.359207100379248,
2CXO J053517.3-052400,,83.8224167,-5.3999722,,YSO,D;*|IR|Ir*|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.190761,83.8224135,-5.4000251,0.711,0.711,5.029,0.711,,,4,,209.02233119691323,-19.385340138468635,
2CXO J053517.4-051822,,83.8228333,-5.3062778,,YSO,D;IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.396491,83.8228547,-5.3061697,0.718,0.718,0.0,0.718,,,4,,208.9338270329128,-19.34247786154114,
2CXO J053517.4-053215,,83.8225833,-5.5378611,,YSO,D;*|IR|Ir*|NIR|X|Y*O,2012AJ....144..192M;SIMBAD,0.499469,83.8226939,-5.5377767,0.975,0.946,117.4,0.975,,,4,,209.15275563867303,-19.447347235820725,
2CXO J053517.5-051612,,83.8230833,-5.2701944,,YSO,D;*|**|IR|NIR|V*|Y*O,2012AJ....144..192M;SIMBAD,0.387256,83.8229757,-5.2702042,0.712,0.712,0.0,0.712,,,4,,208.89990150328117,-19.326084305290504,
2CXO J053517.5-052145,,83.823125,-5.3626944,,YSO,D;*|**|IR|Ir*|Or*|V*|Y*O,2012AJ....144..192M;SIMBAD,0.403494,83.8230882,-5.3625885,0.71,0.71,0.0,0.71,,,4,,208.98726162566004,-19.367805777213803,
2CXO J053517.5-052256,,83.823125,-5.3823611,,YSO,D;*|**|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.131382,83.8231436,-5.3823926,0.71,0.71,0.0,0.71,,,4,,209.00600946042653,-19.376716267684905,
2CXO J053517.5-052542,,83.8230833,-5.4285278,,YSO,D;HH,2012AJ....144..192M;SIMBAD,0.104679,83.8231118,-5.4285216,0.71,0.71,0.0,0.71,,,4,,209.0496093311181,-19.397606546025106,
2CXO J053517.5-054048,,83.823125,-5.6800833,,YSO,D;*|Em*|IR|NIR|TT?|X|Y*O,2012AJ....144..192M;SIMBAD,0.255799,83.8231041,-5.6801513,0.784,0.75,68.11,0.784,,,4,,209.28771913483664,-19.51123047887735,
2CXO J053517.7-063143,,83.82409611,-6.52895194,,LM-STAR,Md_c;Md_b|Binary;*|**|Em*|G|IR|TT*|X|Y*O,2020AJ....160..120J;2020AJ....160..120J;SIMBAD,0.249837,83.824095,-6.5288825,0.888,0.887,60.32,0.888,,,4,,210.0938042816413,-19.891258295581345,
2CXO J053517.8-044452,,83.8244583,-4.7479167,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.358125,83.8243622,-4.7479436,0.738,0.714,7.939,0.738,,,4,,208.4078511788285,-19.087655086467752,
2CXO J053517.8-051835,,83.8245,-5.3097222,,YSO,D;*|IR|Ir*|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.062099,83.8245173,-5.3097237,0.71,0.71,0.0,0.71,,,4,,208.9379798336635,-19.342610765363865,
2CXO J053517.8-052430,[FKP2021] 198,83.82425,-5.4085,,LM-STAR,M6.5;*|IR|Ir*,2021ApJ...908...49F;SIMBAD,0.218878,83.8242324,-5.4084418,0.712,0.711,6.754,0.712,,,4,,209.0311573239956,-19.387531636066715,
2CXO J053517.9-051532,,83.8245,-5.2590556,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.4378,83.8245979,-5.2589829,0.716,0.716,0.0,0.716,,,4,,208.89007540541675,-19.319561568257367,
2CXO J053517.9-051613,,83.8247917,-5.2704444,,YSO,D;*|**|FIR|IR|NIR|Rad|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.648219,83.824927,-5.270325,0.71,0.71,0.0,0.71,,,4,,208.90094821205344,-19.32440668064037,
2CXO J053517.9-051644,,83.8247917,-5.2791667,,YSO,D;*|Em*|IR|NIR|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.513807,83.824911,-5.2790875,0.925,0.783,96.64,0.925,,,4,,208.9092194424241,-19.328389334517563,
2CXO J053517.9-052650,,83.824875,-5.4474444,,YSO,D;*|IR|Ir*|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.267133,83.8249118,-5.4473799,0.721,0.715,14.67,0.721,,,4,,209.0683019068268,-19.404533963210927,
2CXO J053518.0-052140,[HC2000] 594,83.8252083,-5.3614444,,LM-STAR,M7.5;X,2004ApJ...610.1045S;SIMBAD,0.342613,83.8251431,-5.3613748,0.738,0.727,43.43,0.738,,,4,,208.98709557758065,-19.36543211593536,
2CXO J053518.0-052402,,83.825125,-5.4008333,,YSO,D;*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.080229,83.8251427,-5.4008196,0.71,0.71,0.0,0.71,,,4,,209.02438510054867,-19.383276167687438,
2CXO J053518.1-052824,,83.8253333,-5.4735556,,YSO,P;*|Em*|G|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.510122,83.8254711,-5.4735913,0.723,0.72,28.79,0.723,,,4,,209.09335897199855,-19.41588443133689,
2CXO J053518.2-051744,,83.825875,-5.2958056,,YSO,D;*|IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.31562,83.8259306,-5.2957376,0.751,0.73,93.54,0.751,,,4,,208.92543886235623,-19.335023756050944,
2CXO J053518.2-052335,,83.8258333,-5.3933333,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.283207,83.8258434,-5.3932553,0.71,0.71,0.0,0.71,,,4,,209.01756792989372,-19.37923272416517,
2CXO J053518.2-052846,,83.8262083,-5.4795278,,YSO,D;*|Em*|IR|NIR|X|Y*O,2012AJ....144..192M;SIMBAD,0.098779,83.8262311,-5.4795124,0.714,0.713,54.58,0.714,,,4,,209.09932201649733,-19.417885324181768,
2CXO J053518.3-045323,,83.8265833,-4.8898333,,YSO,D;*|Em*|G|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.518979,83.8266524,-4.88996,0.89,0.806,132.0,0.89,,,4,,208.5427907054429,-19.15025341633382,
2CXO J053518.3-052426,,83.8265,-5.4073333,,YSO,D;*|HII|IR|NIR|Rad|X|Y*O,2012AJ....144..192M;SIMBAD,0.319032,83.826556,-5.4074022,0.714,0.713,21.37,0.714,,,4,,209.03128340495587,-19.38499830158318,
2CXO J053518.3-053142,,83.8261667,-5.5283611,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*?|Y*O,2012AJ....144..192M;SIMBAD,0.381666,83.8262723,-5.5283753,0.721,0.721,0.0,0.721,,,4,,209.1455662114299,-19.439923502104037,
2CXO J053518.5-052042,,83.8270417,-5.3451667,,YSO,D;*|IR|NIR|Rad|SB*|X|Y*O,2012AJ....144..192M;SIMBAD,0.343649,83.8271327,-5.3451367,0.711,0.71,177.3,0.711,,,4,,208.9726972100868,-19.35631776566996,
2CXO J053518.5-052624,,83.8273333,-5.4401667,,YSO,D;*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.377297,83.827436,-5.4401897,0.725,0.719,89.94,0.725,,,4,,209.0627065590484,-19.39904213780286,
2CXO J053518.6-051834,,83.8275417,-5.3097222,,YSO,D;*|IR|NIR|X|Y*O,2012AJ....144..192M;SIMBAD,0.136362,83.8275339,-5.3096851,0.902,0.902,0.0,0.902,,,4,,208.93938450234063,-19.339915070240536,
2CXO J053518.6-052256,,83.8279167,-5.3823611,,YSO,D;*|**|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.147441,83.8279135,-5.3824019,0.71,0.71,0.0,0.71,,,4,,209.008295429442,-19.372485276417876,
2CXO J053518.6-052313,,83.82775,-5.38725,,YSO,P;*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.371379,83.8277566,-5.3871471,0.711,0.71,178.4,0.711,,,4,,209.01270650386303,-19.3747710830781,
2CXO J053518.6-054109,,83.82775,-5.6859167,,YSO,D;*|Em*|IR|NIR|Or*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.312647,83.8277338,-5.686002,0.855,0.785,88.25,0.855,,,4,,209.2954632390197,-19.509756437634845,
2CXO J053518.7-051728,,83.82825,-5.2914167,,YSO,D;*|Em*|IR|NIR|Or*|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.384571,83.8283229,-5.2913383,0.76,0.76,0.0,0.76,,,4,,208.92242504152009,-19.3309078586626,
2CXO J053518.8-051445,,83.8284583,-5.2459722,,YSO,D;*|Em*|G|IR|NIR|Or*|TT?|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.499967,83.82853,-5.2458531,0.724,0.721,121.7,0.724,,,4,,208.87955144021103,-19.31012301573802,
2CXO J053518.9-052051,,83.8289167,-5.3478333,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.232592,83.8289317,-5.3477704,0.711,0.71,107.9,0.711,,,4,,208.97604563679263,-19.35591234284462,
2CXO J053518.9-052107,,83.8289583,-5.3521944,,YSO,D;*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,2012AJ....144..192M;SIMBAD,0.331327,83.8289752,-5.3521039,0.714,0.711,177.6,0.714,,,4,,208.98016236235003,-19.357834713826207,
2CXO J053518.9-052321,[FKP2021] 229,83.8290417,-5.3894444,,LM-STAR,M7;*|IR|Rad|X,2021ApJ...908...49F;SIMBAD,0.210609,83.8290152,-5.3893922,0.715,0.711,89.2,0.715,,,4,,209.01542980811703,-19.374669094794363,
