name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,S/N,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,remove_4,Gal_Long,Gal_Lat
2QZ J134414-0029,206.05875,-0.497222,,AGN,A,2010A&A...518A..10V,0.369879,2CXO J134414.0-002950,206.0586828,-0.4972997,0.739,0.739,7.353,0,0.12983,2QZ J134414.0-002950,206.058695423,-0.4972659173,0.0,0.0,90.0,21.0,13 44 14.08690,-00 29 50.1573,A,2020yCat.1350....0G,Seyfert_1,*|AGN|QSO|Sy1|X,121861.01,14.99,0.5394,5e-05,,,0.1354,0.4816,-0.189,0.859,0.562,0.44,90,,,,,19.93,,,,,19.965,19.638,19.49,19.197,19.163,0,329.7507408173588,59.596880903369154
2QZ J134420-0031,206.08375,-0.519444,,AGN,A,2010A&A...518A..10V,0.830654,2CXO J134420.0-003110,206.0836916,-0.5196672,0.878,0.878,8.808,0,0.244154,2QZ J134420.0-003111,206.0836569953,-0.5196088711,0.001,0.0,90.0,8.0,13 44 20.07768,-00 31 10.5919,A,2020yCat.1350....0G,Seyfert_1,*|AGN|Sy1|X,142931.607,,0.68,,,,,,-0.242,0.15,0.825,0.637,90,,,,,20.58,,,,,21.072,20.575,20.714,20.489,20.342,0,329.778223931567,59.566351098286525
CXOMP J13446+5556,206.1675,55.946667,,AGN,Q,2010A&A...518A..10V,0.293024,2CXO J134440.2+555648,206.1675988,55.9467267,0.714,0.714,18.846,0,0.175739,[VV2006] J134440.2+555648,206.167609811,55.9466782747,0.0,0.0,90.0,17.0,13 44 40.22635,+55 56 48.0418,A,2020yCat.1350....0G,QSO,*|AGN|QSO|Rad|X,193639.971,,1.156,,,,0.0089,0.2862,-0.008,0.295,0.192,0.238,90,,,,19.75,19.25,,,,,19.628,19.449,19.14,19.222,19.395,0,108.16198705274515,59.62885947227874
MARK  273X,206.197917,55.903056,,AGN,A,2010A&A...518A..10V,0.605122,2CXO J134447.4+555411,206.1977036,55.9031741,0.711,0.711,29.831,0,0.078564,NAME Mrk 273x,206.1976996992,55.9031523866,0.001,0.001,90.0,27.0,13 44 47.44793,+55 54 11.3486,A,2020yCat.1350....0G,Seyfert_2,*|AG?|AGN|G|IR|Rad|Sy2|X,108151.023,,0.459,,,,1.3905,1.2489,1.282,-0.253,1.118,1.613,90,,,,,20.8,,,,,,,,,,0,108.09650590412701,59.66181876465125
CXOMP J13448+5555,206.210833,55.925556,,AGN,Q,2010A&A...518A..10V,0.210997,2CXO J134450.6+555531,206.2108936,55.9255082,0.719,0.719,9.121,0,0.07482,[VV2006] J134450.6+555532,206.2109027621,55.9254880605,0.0,0.001,90.0,13.0,13 44 50.61666,+55 55 31.7570,A,2020yCat.1350....0G,QSO,*|QSO|Rad|X,231837.033,,1.797,,,,,,-0.595,1.538,0.552,0.876,90,,,,20.97,20.63,,,,,21.324,20.729,20.583,20.179,19.994,0,108.10110966673543,59.63840842638228
MARK   69,206.53375,29.636111,,AGN,A,2010A&A...518A..10V,0.50526,2CXO J134608.1+293810,206.533831,29.6362324,0.712,0.712,20.011,0,0.216672,Mrk   69,206.533764471,29.6362490916,0.0,0.0,90.0,73.0,13 46 08.10347,+29 38 10.4967,A,2020yCat.1350....0G,Seyfert_1,*|AGN|EmG|G|QSO|Sy1|X,22106.353,8.994,0.07667,3e-05,,E,0.363,0.1864,-0.01,-0.066,0.133,0.086,90,0.183,0.169,165,16.45,15.93,,14.016,13.515,12.873,16.856,16.235,15.876,15.497,15.423,0,47.91502377421372,77.71883488960168
PKS 1345+12,206.889167,12.29,,AGN,A,2010A&A...518A..10V,0.627266,2CXO J134733.3+121724,206.8890009,12.2900635,0.71,0.71,28.317,0,0.049586,ICRF J134733.3+121724,206.8890143903,12.2900595026,0.0,0.0,90.0,556.0,13 47 33.36345,+12 17 24.2142,A,2020yCat.1350....0G,Seyfert_2,*|AGN|BiC|G|GiP|IR|PoG|QSO|Rad|Sy1|Sy2|UV|X|gam|rG,34142.006,443.693,0.12118,0.00148,,S0,0.3492,0.4885,-0.695,0.158,0.449,0.342,90,0.26,0.234,15,19.28,18.44,15.718,13.6,12.753,12.208,18.171,16.705,15.774,15.275,14.603,0,347.22313458894627,70.17177901355802
2E 1346+2646,207.145417,26.519444,,AGN,A,2010A&A...518A..10V,0.589124,2CXO J134834.9+263110,207.1455996,26.5194532,0.71,0.71,78.221,0,0.227463,2E  3140,207.1456380703,26.5194002158,0.0,0.0,90.0,46.0,13 48 34.95314,+26 31 09.8408,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|GiC|Q?|QSO|Sy1|X,17147.07,5.996,0.05893,2e-05,,,,,-3.241,0.674,0.351,0.202,90,0.203,0.138,110,17.86,17.43,,14.152,13.402,12.459,17.542,16.621,16.083,15.673,15.417,0,33.448826249775216,77.24342080544652
NGC 5322,207.31375,60.190556,,AGN,A,2010A&A...518A..10V,0.428831,2CXO J134915.2+601125,207.3136691,60.1904439,0.739,0.739,5.488,0,0.363827,NGC  5322,207.3135,60.1905,0.08,0.08,90.0,394.0,13 49 15.24,+60 11 25.8,C,2003yCat.2246....0C,Seyfert,AGN|G|GiG|IR|Rad|SyG|X,1817.495,152.894,0.006081,0.00051,,E,,,,,,,,5.62,3.47,95,11.3,,,8.04,7.357,7.16,13.287,11.451,10.666,10.262,9.886,0,110.27908714439559,55.49481190391279
RXS J13503+0940,207.592083,9.669722,,AGN,A,2010A&A...518A..10V,0.431134,2CXO J135022.1+094011,207.5922043,9.6697285,0.751,0.751,4.216,0,0.398024,ICRF J135022.1+094010,207.5922229923,9.6696194842,0.011,0.012,90.0,44.0,13 50 22.13352,+09 40 10.6301,C,2020yCat.1350....0G,Seyfert_1,*|AGN|BiC|Bla|Bz?|G|IR|LIN|NIR|Rad|Sy1|X|rG,37124.159,8.994,0.13255,3e-05,,,,,,,,,,0.31,0.229,100,16.0,15.0,12.4,13.452,12.695,12.628,18.166,16.372,15.323,14.688,14.522,0,344.2444614152873,67.68187813247246
SDSS J13503+2406,207.592917,24.103333,,AGN,Q,2010A&A...518A..10V,0.623919,2CXO J135022.3+240612,207.59296,24.1035018,0.886,0.886,4.421,0,0.07493,SDSS J135022.31+240612.7,207.5929816287,24.1035083907,0.0,0.0,90.0,16.0,13 50 22.31559,+24 06 12.6302,A,2020yCat.1350....0G,QSO,*|QSO,249280.718,,2.297,,,,0.0259,0.2098,-0.184,-0.341,0.165,0.147,90,,,,19.35,19.11,,,,,19.411,18.949,18.762,18.805,18.703,0,23.375949189143924,76.38390367829739
NGC 5347,208.324167,33.490833,,AGN,A,2010A&A...518A..10V,0.22381,2CXO J135317.7+332927,208.3241172,33.4908792,0.712,0.712,17.5,0,0.200939,NGC  5347,208.3241603892,33.4908365606,0.0,0.0,90.0,339.0,13 53 17.79849,+33 29 27.0116,A,2020yCat.1350....0G,Seyfert_2,*|AGN|G|IR|Rad|Sy2|SyG|X|gam,2383.0,,0.0079807,,,SB,0.1792,0.4712,0.583,-1.919,0.314,0.339,90,1.62,1.2,121,13.46,12.7,,10.62,9.977,9.645,14.852,13.155,12.431,12.031,11.765,0,62.19238058464107,75.23252697219928
SDSS J13541+3341,208.537917,33.687778,,AGN,A,2010A&A...518A..10V,0.281437,2CXO J135409.0+334115,208.5378412,33.6877318,0.725,0.725,4.316,0,0.123102,2XMM J135409.1+334116,208.5378349317,33.6876980051,0.0,0.0,90.0,9.0,13 54 09.08038,+33 41 15.7128,A,2020yCat.1350....0G,Seyfert_1,*|AGN|IR|QSO|Sy1|SyG|X,22477.175,11.992,0.07801,4e-05,,,,,0.154,-0.121,0.136,0.165,90,,,,18.51,18.14,,15.709,14.869,14.065,17.984,17.584,17.121,16.637,16.484,0,62.65018428354985,74.99458458002577
SDSS J13557+4025,208.935417,40.426667,,AGN,Q,2010A&A...518A..10V,0.714207,2CXO J135544.4+402536,208.9353598,40.4268606,0.783,0.783,3.647,0,0.185227,PB   988,208.935358273,40.4269120388,0.0,0.0,90.0,18.0,13 55 44.48599,+40 25 36.8833,A,2020yCat.1350....0G,QSO,*|IR|QSO,222277.784,572.604,1.59521,0.00191,,,0.0064,0.1412,0.169,0.148,0.074,0.085,90,,,,18.7,18.48,,16.879,16.207,,18.563,18.238,18.129,17.934,17.896,0,82.06136792445095,71.20756048152565
SDSS J13560+1824,209.005,18.414167,,AGN,Q,2010A&A...518A..10V,0.635391,2CXO J135601.2+182451,209.0050309,18.414341,0.864,0.864,4.595,0,0.049145,SDSS J135601.21+182451.5,209.0050354439,18.4143280471,0.0,0.0,90.0,15.0,13 56 01.20851,+18 24 51.5810,A,2020yCat.1350....0G,QSO,*|QSO|X,242413.034,,2.074,,,,0.0376,0.2464,-0.031,0.037,0.148,0.116,90,,,,18.92,18.64,,,,,18.879,18.482,18.257,18.219,18.052,0,5.9312755172240355,72.77551599253827
RXS J13561+4136,209.030833,41.604167,,AGN,Q,2010A&A...518A..10V,0.411489,2CXO J135607.3+413615,209.0307197,41.6042437,0.854,0.854,11.575,0,0.090926,[VV98] J135607.4+413615,209.0307294922,41.6042678725,0.0,0.0,90.0,32.0,13 56 07.37508,+41 36 15.3643,A,2020yCat.1350....0G,BLLac,*|BLL|Bla|IR|Q?|QSO|Rad|X,145117.388,,0.696,,,,0.0067,0.0499,0.04,0.012,0.04,0.046,90,,,,18.0,16.69,16.4,15.48,15.165,14.628,17.343,16.883,16.891,16.929,16.906,0,84.6074493972295,70.37679588754308
IRAS 13543+1040,209.192083,10.435833,,AGN,A,2010A&A...518A..10V,0.077834,2CXO J135646.0+102608,209.1920611,10.4358315,0.726,0.726,7.353,0,0.193123,SDSS J135646.10+102609.0,209.1921083333,10.4358583333,0.054,0.051,93.0,70.0,13 56 46.106,+10 26 09.09,C,2009ApJS..182..543A,Seyfert_2,AGN|G|GiC|GiG|IG|IR|Sy2|SyG,34656.105,5.996,0.12313,2e-05,,,,,,,,,,,,,18.9,18.11,,15.161,14.47,13.982,17.515,16.671,15.813,15.385,15.368,0,348.71131782797335,67.30022282921266
SDSS J13572+0523,209.310833,5.392222,,AGN,Q,2010A&A...518A..10V,0.314799,2CXO J135714.6+052331,209.3108674,5.3921416,0.988,0.988,25.464,0,0.058015,[VV2006] J135714.6+052332,209.3108669961,5.3921254897,0.0,0.0,90.0,21.0,13 57 14.60808,+05 23 31.6518,A,2020yCat.1350....0G,QSO,*|QSO,169210.349,53.963,0.89516,0.00018,,,,,0.081,0.37,0.387,0.32,90,,,,18.66,18.44,,,,,18.558,18.303,18.194,18.299,18.311,0,341.64640958486103,63.204952578707626
NGC 5395,209.658333,37.424444,,AGN,A,2010A&A...518A..10V,0.483368,2CXO J135837.9+372528,209.6581936,37.42452,0.718,0.718,6.895,0,0.130631,NGC  5395,209.6581691594,37.424489341,0.0,0.001,90.0,206.0,13 58 37.96060,+37 25 28.1616,A,2020yCat.1350....0G,Seyfert_2,*|AGN|G|GiG|GiP|GrG|HI|IG|IR|LIN|Sy2,3451.497,2.998,0.01158,1e-05,,SA,0.4347,0.9593,1.603,1.988,0.571,0.755,90,2.183,1.048,170,13.26,12.48,,9.55,8.985,8.569,14.69,13.079,12.206,11.709,11.3,0,73.1658123902148,72.50347554394976
SDSS J13589+6239,209.727083,62.653611,,AGN,Q,2010A&A...518A..10V,0.570491,2CXO J135854.4+623913,209.7268672,62.6537346,0.973,0.973,24.361,0,0.251385,[VV2006] J135854.5+623913,209.72689887,62.6536663031,0.0,0.0,90.0,23.0,13 58 54.45573,+62 39 13.1987,A,2020yCat.1350....0G,QSO,*|QSO|X,199251.404,302.79,1.22791,0.00101,,,,,-0.169,-0.008,0.159,0.144,90,,,,19.03,18.68,,,,,18.633,18.744,18.356,18.256,18.336,0,110.20334300263661,52.775261964397984
SDSS J13595+6235,209.884583,62.596111,,AGN,Q,2010A&A...518A..10V,0.729586,2CXO J135932.2+623546,209.8845382,62.5963126,0.965,0.965,8.768,0,0.378328,[VV2006] J135932.3+623546,209.8846571767,62.5962229034,0.0,0.0,90.0,19.0,13 59 32.31772,+62 35 46.4025,A,2020yCat.1350....0G,QSO,*|QSO|X,119086.073,488.662,0.5225,0.00163,,,0.5854,0.3942,0.098,-0.741,0.524,0.444,90,,,,19.35,19.21,,,,,19.453,19.153,19.103,18.896,18.747,0,110.05433335608471,52.79603757362309
2QZ J140016-0108,210.069583,-1.139444,,AGN,A,2010A&A...518A..10V,0.596106,2CXO J140016.6-010822,210.0694264,-1.1394978,0.723,0.723,9.019,0,0.157561,2QZ J140016.6-010822,210.0693846521,-1.1394846337,0.0,0.0,90.0,29.0,14 00 16.65232,-01 08 22.1447,A,2020yCat.1350....0G,Seyfert_1,*|AGN|IR|QSO|Sy1,87579.317,350.757,0.35107,0.00117,,,,,0.109,0.038,0.187,0.13,90,,,,19.27,18.88,,16.988,16.133,14.961,19.501,19.427,19.007,18.819,18.185,0,336.06656265417945,57.23575709036629
SDSS J14005+0047,210.144583,0.7925,,AGN,A,2010A&A...518A..10V,0.61094,2CXO J140034.7+004733,210.1446229,0.792665,0.714,0.714,9.909,0,0.104525,2MASS J14003471+0047332,210.1446334989,0.7926379685,0.0,0.0,90.0,27.0,14 00 34.71204,+00 47 33.4967,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|IR|QSO|Sy1|X,89669.216,14.99,0.36143,5e-05,,,0.0718,0.2071,-0.04,-0.17,0.243,0.182,90,,,,19.25,18.96,,16.973,15.954,15.264,19.134,19.062,18.902,18.728,18.111,0,338.0123127965794,58.87273027581777
SDSS J14006+6221,210.154583,62.358889,,AGN,A,2010A&A...518A..10V,0.482345,2CXO J140037.0+622132,210.1545164,62.3590194,0.836,0.836,44.184,0,0.420657,2MASS J14003712+6221328,210.1546796076,62.3591083983,0.0,0.0,90.0,15.0,14 00 37.12311,+62 21 32.7902,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|IR|QSO|Sy1|X,21723.909,5.996,0.07529,2e-05,,,0.1815,0.3768,0.398,-0.697,0.419,0.409,90,,,,18.05,17.46,,14.797,14.02,13.446,17.678,16.743,15.976,15.489,15.218,0,109.69716062241432,52.955416022593695
2QZ J140055-0142,210.23125,-1.709722,,AGN,Q,2010A&A...518A..10V,0.606253,2CXO J140055.4-014234,210.2312343,-1.7095543,0.78,0.78,4.595,0,0.276729,[VV2006] J140055.5-014235,210.2311705283,-1.709597261,0.001,0.0,90.0,13.0,14 00 55.48093,-01 42 34.5501,A,2020yCat.1350....0G,QSO,*|AGN|QSO|X,259550.442,149.896,2.7282,0.0005,,,0.7864,0.6609,0.335,-0.033,0.872,0.627,90,,,,20.79,,,,,,20.93,20.305,20.024,19.92,20.182,0,335.8189894423751,56.658783754584746
HXMM J14011+0256,210.286667,2.947222,,AGN,A,2010A&A...518A..10V,0.704183,2CXO J140108.7+025649,210.2864786,2.9471686,0.736,0.736,8.435,0,0.54278,2XMM J140108.7+025649,210.2863625,2.9470722222,0.136,0.122,0.0,3.0,14 01 08.727,+02 56 49.46,C,2009ApJS..182..543A,AGN,AGN|X,233363.0,,1.833,,,,,,,,,,,,,,,,,,,,22.826,22.671,23.293,21.941,21.644,0,340.5078569195058,60.62855481648083
HXMM J14011+0243,210.29125,2.727222,,AGN,Q,2010A&A...518A..10V,0.712025,2CXO J140109.8+024338,210.2911102,2.7273621,0.782,0.782,17.275,0,0.443693,2XMM J140109.8+024338,210.291092,2.727484,0.022,0.022,90.0,3.0,14 01 09.862,+02 43 38.94,C,2012ApJS..203...21A,QSO,AGN|QSO|X,208197.19,,1.355,,,,,,,,,,,,,,,,,,,,21.43,21.276,20.773,20.688,20.698,0,340.27358643146016,60.44131938171348
HXMM J14012+0243,210.322917,2.730556,,AGN,A,2010A&A...518A..10V,0.289425,2CXO J140117.5+024349,210.32297,2.7304955,0.739,0.739,36.896,0,0.432412,2XMM J140117.4+024350,210.3229992508,2.7306120067,0.001,0.0,90.0,5.0,14 01 17.51982,+02 43 50.2032,A,2020yCat.1350....0G,AGN,*|AGN|Sy1|X,89983.717,,0.363,,,,1.3266,1.3552,-0.157,0.375,0.661,0.508,90,,,,,,,,,,21.147,21.095,19.966,19.484,18.953,0,340.3312708435364,60.42674458354505
SDSS J14014+0256,210.365417,2.935,,AGN,A,2010A&A...518A..10V,0.546262,2CXO J140127.7+025606,210.365439,2.9351501,0.719,0.719,33.406,0,0.478526,1RXS J140125.2+025617,210.3653966244,2.9350240928,0.0,0.0,90.0,25.0,14 01 27.69519,+02 56 06.0867,A,2020yCat.1350....0G,Seyfert_1,*|AGN|QSO|Rad|Sy1|X,69133.265,5.996,0.26469,2e-05,,,0.2652,0.4524,0.158,0.045,0.503,0.442,90,,,,20.6,19.91,,,,,20.89,20.175,19.316,19.049,18.391,0,340.6293084120113,60.57555888978871
CSO  409,211.161667,43.452222,,AGN,Q,2010A&A...518A..10V,0.43748,2CXO J140438.8+432707,211.1616819,43.452101,0.87,0.87,2.0,0,0.126335,LEDA   84105,211.1616586208,43.4520702442,0.0,0.0,90.0,120.0,14 04 38.79807,+43 27 07.4529,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|IR|QSO|Sy1|X|blu,81764.588,5.996,0.32289,2e-05,,,,,-0.023,0.03,0.019,0.024,90,,,,16.12,15.76,,14.199,13.335,12.24,16.175,15.65,15.313,15.336,14.921,0,85.498529877795,67.97267067531435
SBS 1403+546,211.315,54.416111,,AGN,A,2010A&A...518A..10V,0.410844,2CXO J140515.6+542458,211.3151912,54.4161363,0.814,0.814,30.123,0,0.467659,2E  3186,211.3149689084,54.4161243037,0.001,0.001,90.0,28.0,14 05 15.59254,+54 24 58.0475,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|QSO|Sy1|X,23944.168,53.963,0.08333,0.00018,,,,,0.299,0.975,0.74,0.697,90,,,,18.24,17.6,,,,,19.51,18.005,17.194,16.773,16.505,0,101.6167773697002,59.550819662990776
PG 1404+226,211.59125,22.396111,,AGN,A,2010A&A...518A..10V,0.351567,2CXO J140621.8+222346,211.5912363,22.3962078,0.756,0.756,19.58,0,0.191007,LEDA   50313,211.5912087029,22.3962543195,0.0,0.0,90.0,217.0,14 06 21.89009,+22 23 46.5156,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|HII|IR|QSO|Rad|Sy1|UV|X|gam,28049.157,221.846,0.09838,0.00074,,,0.0394,0.0493,-0.01,-0.056,0.053,0.04,90,0.157,0.157,90,16.62,16.42,,14.362,13.788,12.948,16.259,16.068,16.098,15.735,15.955,0,21.476905532529035,72.36516210125573
SDSS J14071+3412,211.787083,34.208889,,AGN,Q,2010A&A...518A..10V,0.216528,2CXO J140708.9+341231,211.7871415,34.2088533,0.843,0.843,8.013,0,0.13089,SDSS J140708.90+341232.0,211.7871061568,34.2088749244,0.0,0.0,90.0,21.0,14 07 08.90548,+34 12 31.9497,A,2020yCat.1350....0G,QSO,*|QSO|X,230415.811,941.348,1.7645,0.00314,,,0.3143,0.2174,-0.035,0.117,0.115,0.192,90,,,,19.71,19.58,,,,,19.32,19.285,19.286,19.057,19.08,0,61.10175818492137,72.28400727221268
SDSS J14072+0236,211.809167,2.600278,,AGN,Q,2010A&A...518A..10V,0.735206,2CXO J140714.2+023601,211.8092416,2.6004681,0.778,0.778,4.056,0,0.256599,[VV2006] J140714.2+023601,211.8092764846,2.6004059226,0.0,0.0,90.0,18.0,14 07 14.22636,+02 36 01.4613,A,2020yCat.1350....0G,QSO,*|QSO|UV,226060.892,665.539,1.67058,0.00222,,,0.2776,0.506,0.155,-0.294,0.361,0.294,90,,,,19.0,19.5,19.0,,,,19.51,19.398,19.4,19.187,19.265,0,342.65355178580984,59.49395966633017
SDSS J14073+0235,211.83625,2.598056,,AGN,A,2010A&A...518A..10V,0.249681,2CXO J140720.6+023553,211.8362393,2.5981245,0.71,0.71,31.116,0,0.154202,SDSS J140720.70+023553.1,211.8362434574,2.5980818679,0.0,0.0,90.0,8.0,14 07 20.69843,+02 35 53.0947,A,2020yCat.1350....0G,Seyfert_1,*|AGN|Sy1,78842.164,356.753,0.30907,0.00119,,,0.7393,0.5371,-0.507,0.234,0.579,0.522,90,,,,20.17,19.54,,,,,19.83,19.63,18.894,18.578,17.94,0,342.6945802326042,59.47667171502665
SDSS J14077+6454,211.946667,64.905556,,AGN,Q,2010A&A...518A..10V,0.241175,2CXO J140747.2+645419,211.9467661,64.9055038,0.731,0.731,5.98,0,0.119171,[VV2006] J140747.2+645420,211.9468050344,64.9055324905,0.0,0.0,90.0,36.0,14 07 47.23321,+64 54 19.9170,A,2020yCat.1350....0G,QSO,*|IR|QSO,266106.511,101.929,3.09869,0.00034,,,,,0.06,-0.007,0.074,0.078,90,,,,17.73,17.41,,15.972,15.675,15.064,19.558,17.427,17.145,17.086,17.015,0,110.38614835029918,50.322144923832774
SDSS J14084+5628,212.121667,56.473056,,AGN,A,2010A&A...518A..10V,0.475848,2CXO J140829.2+562823,212.1218549,56.4731378,0.711,0.711,24.809,0,0.324308,2MASS J14082926+5628235,212.1219647138,56.4732044078,0.0,0.0,90.0,11.0,14 08 29.27153,+56 28 23.5359,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|IR|Sy1,37369.04,311.784,0.13349,0.00104,,,0.0908,0.2714,-0.511,-0.239,0.281,0.296,90,,,,17.42,16.9,,15.182,14.288,13.924,18.236,17.145,16.515,16.086,15.869,0,103.06158363237206,57.582765446401446
SDSS J14110+5217,212.767083,52.298889,,AGN,Q,2010A&A...518A..10V,0.721468,2CXO J141104.1+521755,212.7673002,52.2987389,0.804,0.804,13.782,0,0.118537,[VV2006] J141104.1+521756,212.7672465906,52.2987358421,0.0,0.0,90.0,32.0,14 11 04.13918,+52 17 55.4490,A,2020yCat.1350....0G,QSO,*|AGN|G|QSO|X,262517.486,,2.884,,,,0.0999,0.2363,-0.101,0.205,0.248,0.237,90,,,,19.49,19.28,,,,,20.227,19.122,19.082,19.149,19.029,0,97.70464145678278,60.75301755284559
SDSS J14111+1217,212.797083,12.293611,,AGN,Q,2010A&A...518A..10V,0.52276,2CXO J141111.2+121737,212.797065,12.2937551,0.75,0.75,3.235,0,0.343112,SDSS J141111.27+121737.3,212.7969875,12.2936972222,0.084,0.075,0.0,67.0,14 11 11.277,+12 17 37.31,C,2012ApJS..203...21A,QSO,QSO,287562.246,,5.93,,,,,,,,,,,,,,24.79,23.82,,19.22,18.29,17.46,24.77,24.79,23.22,22.86,19.65,0,358.3923665658792,66.14202044029284
SDSS J14112+5206,212.81,52.108056,,AGN,Q,2010A&A...518A..10V,0.301433,2CXO J141114.3+520629,212.8099259,52.1081263,0.77,0.77,13.37,0,0.167086,[VV2006] J141114.4+520629,212.8098568672,52.1081451826,0.0,0.0,90.0,29.0,14 11 14.36565,+52 06 29.3227,A,2020yCat.1350....0G,QSO,*|AGN|G|QSO|X,218448.579,82.743,1.524082,0.000276,,,0.1238,0.5502,-0.303,0.511,0.344,0.365,90,,,,20.56,20.32,19.76,,,,20.368,20.197,20.141,19.94,20.139,0,97.41944600091244,60.88598615890252
SDSSp J14132+0000,213.314167,0.008889,,AGN,Q,2010A&A...518A..10V,0.708669,2CXO J141315.3+000032,213.3140335,0.0090336,0.726,0.726,4.062,0,0.182228,QSO J1413+0000,213.3140313631,0.0089830262,0.001,0.0,90.0,40.0,14 13 15.36753,+00 00 32.3389,A,2020yCat.1350....0G,QSO,*|QSO|X,277433.703,,4.081,,,,0.8515,0.5985,-1.143,1.153,0.705,0.611,90,,,,21.89,20.68,,19.305,19.189,19.085,24.156,21.4,19.743,19.705,19.725,0,342.22327356475415,56.50623748179159
RXS J14145+2934,213.64375,29.574444,,AGN,A,2010A&A...518A..10V,0.552154,2CXO J141434.5+293428,213.6438607,29.5745634,0.737,0.737,7.106,0,0.176844,2MASX J14143453+2934279,213.6438699813,29.5745149445,0.0,0.0,90.0,16.0,14 14 34.52880,+29 34 28.2538,A,2020yCat.1350....0G,Seyfert_1,*|AGN|EmG|G|GiG|QSO|Sy1|X,21865.312,8.994,0.0758,3e-05,,,,,0.337,0.085,0.178,0.144,90,0.117,0.117,90,17.85,17.35,,15.48,14.747,14.377,18.367,17.631,17.163,16.807,16.657,0,45.444664154996275,71.57103692924699
SDSS J14148+3612,213.706667,36.211111,,AGN,A,2010A&A...518A..10V,0.387551,2CXO J141449.5+361240,213.7065361,36.2111318,0.715,0.715,72.208,0,0.19112,2XMM J141449.5+361239,213.7065311559,36.2111847387,0.001,0.001,90.0,8.0,14 14 49.56748,+36 12 40.2651,A,2020yCat.1350....0G,Seyfert_1,*|AGN|IR|Sy1|X,49413.926,14.99,0.18098,5e-05,,,,,0.74,-0.561,0.903,1.013,90,,,,19.33,18.75,,16.823,,,19.591,19.014,18.315,17.887,17.67,0,65.29302490866664,70.12739966418853
SDSS J14150+5206,213.751667,52.116111,,AGN,Q,2010A&A...518A..10V,0.459341,2CXO J141500.4+520658,213.7516731,52.1162385,0.712,0.712,43.567,0,0.217179,[VV2006] J141500.4+520658,213.7515760437,52.1162478504,0.0,0.0,90.0,40.0,14 15 00.37825,+52 06 58.4923,A,2020yCat.1350....0G,QSO,*|AGN|G|IR|QSO|X,101764.296,,0.424,,,,,,-0.189,0.188,0.159,0.171,90,,,,18.73,18.65,18.72,17.391,16.368,15.632,18.617,18.491,18.615,18.564,18.308,0,96.51656715371493,60.51274275749264
SDSS J14151-0025,213.784583,-0.430278,,AGN,Q,2010A&A...518A..10V,0.59632,2CXO J141508.2-002549,213.784444,-0.4303682,0.718,0.718,25.278,0,0.257768,2SLAQ J141508.25-002549.4,213.7843818321,-0.4304037281,0.001,0.001,90.0,4.0,14 15 08.25164,-00 25 49.4534,A,2020yCat.1350....0G,QSO,*|QSO|X,203676.6,,1.2887,,,,0.7945,1.2378,1.79,2.64,1.653,1.073,90,,,,21.45,21.04,,,,,20.966,21.225,20.861,20.837,20.853,0,342.47449431205985,55.87789167828227
UM 650,213.83125,-0.505833,,AGN,A,2010A&A...518A..10V,0.627677,2CXO J141519.5-003021,213.8313446,-0.5059795,0.711,0.711,80.019,0,0.328343,2QZ J141519.4-003022,213.8312545357,-0.5059939102,0.0,0.0,90.0,28.0,14 15 19.50109,-00 30 21.5781,A,2020yCat.1350....0G,Seyfert_1,*|AGN|EmO|G|IR|QSO|Sy1|X,37634.475,5.996,0.13451,2e-05,,,0.155,0.2033,0.204,0.098,0.244,0.175,90,,,,19.26,18.96,,16.721,17.484,17.063,19.053,18.825,18.441,18.002,17.84,0,342.46702385113616,55.78901543671261
CRSS 1415.5+1127,213.879583,11.453611,,AGN,Q,2010A&A...518A..10V,0.576249,2CXO J141531.0+112712,213.8794243,11.4535733,0.795,0.795,11.607,0,0.372935,[VV98] J141531.1+112713,213.8794218136,11.4534697357,0.0,0.0,90.0,9.0,14 15 31.06124,+11 27 12.4910,A,2020yCat.1350....0G,QSO,*|QSO|X,211847.69,,1.412,,,,0.8682,0.5189,0.47,-1.767,0.905,0.617,90,,,,20.51,20.12,,,,,20.267,20.298,20.103,20.099,20.227,0,358.56246944553885,64.79190838808336
